age,workclass,education-num,occupation,hours-per-week,salary
30,Private,11,Sales,45,>50K
25,Private,13,Exec-managerial,40,>50K
27,Private,13,Exec-managerial,40,<=50K
25,Private,9,Sales,40,<=50K
22,Private,10,Adm-clerical,40,<=50K
26,Private,9,Adm-clerical,40,<=50K
49,Private,9,Protective-serv,40,<=50K
39,Private,13,Exec-managerial,45,<=50K
33,Private,9,Transport-moving,40,<=50K
65,Private,13,Exec-managerial,40,>50K
40,Private,13,Sales,53,<=50K
31,Private,10,Protective-serv,40,<=50K
28,Private,10,Exec-managerial,40,<=50K
71,Private,9,Sales,52,<=50K
25,Local-gov,13,Adm-clerical,40,<=50K
25,Private,4,Craft-repair,60,<=50K
56,Private,9,Machine-op-inspct,40,<=50K
34,Private,10,Machine-op-inspct,40,<=50K
39,Private,13,Craft-repair,40,>50K
31,Private,15,Prof-specialty,45,>50K
22,Private,9,Adm-clerical,20,<=50K
44,Private,10,Craft-repair,38,<=50K
65,Private,7,Machine-op-inspct,40,<=50K
44,Private,10,Sales,50,>50K
53,Local-gov,9,Exec-managerial,40,<=50K
28,Private,9,Transport-moving,40,<=50K
41,Private,13,Exec-managerial,45,<=50K
35,Private,7,Sales,40,<=50K
28,Private,9,Craft-repair,35,<=50K
53,Private,9,Craft-repair,40,<=50K
26,Private,10,Other-service,45,<=50K
28,Local-gov,9,Transport-moving,40,<=50K
27,Private,10,Craft-repair,40,<=50K
27,Private,9,Adm-clerical,8,<=50K
26,Private,9,Craft-repair,40,>50K
53,Private,9,Sales,35,<=50K
34,Private,9,Craft-repair,40,>50K
30,Private,9,Adm-clerical,62,<=50K
47,Private,9,Craft-repair,40,<=50K
55,Federal-gov,10,Adm-clerical,40,<=50K
21,Private,10,Other-service,29,<=50K
35,Private,10,Transport-moving,40,<=50K
30,Private,13,Exec-managerial,55,<=50K
39,Private,9,Transport-moving,40,>50K
19,Private,10,Sales,20,<=50K
21,Private,10,Prof-specialty,20,<=50K
32,Private,11,Transport-moving,45,>50K
26,Private,9,Craft-repair,40,<=50K
42,Private,10,Machine-op-inspct,40,<=50K
48,Private,13,Priv-house-serv,44,<=50K
24,Private,10,Other-service,35,<=50K
46,Private,11,Craft-repair,40,>50K
53,Private,10,Sales,25,<=50K
36,Federal-gov,10,Adm-clerical,70,<=50K
34,Private,9,Craft-repair,45,<=50K
25,Private,9,Transport-moving,70,<=50K
33,Private,10,Adm-clerical,30,>50K
45,Private,13,Prof-specialty,40,>50K
31,Federal-gov,12,Adm-clerical,40,<=50K
21,Private,9,Machine-op-inspct,20,<=50K
33,Private,5,Craft-repair,55,<=50K
44,Private,10,Adm-clerical,40,<=50K
34,Private,11,Exec-managerial,40,>50K
30,Private,10,Adm-clerical,10,<=50K
32,Local-gov,10,Adm-clerical,40,<=50K
29,Private,13,Prof-specialty,40,>50K
20,Private,10,Other-service,20,<=50K
35,State-gov,9,Protective-serv,40,<=50K
35,Private,9,Prof-specialty,40,<=50K
29,Private,9,Other-service,38,<=50K
21,Private,9,Machine-op-inspct,40,<=50K
43,Federal-gov,13,Prof-specialty,40,>50K
33,Private,9,Machine-op-inspct,40,<=50K
61,Federal-gov,15,Prof-specialty,50,>50K
42,Private,14,Prof-specialty,40,<=50K
33,Private,8,Adm-clerical,40,<=50K
35,State-gov,10,Prof-specialty,40,<=50K
22,Private,10,Sales,20,<=50K
61,Private,9,Exec-managerial,40,<=50K
28,Private,11,Other-service,35,<=50K
24,Private,9,Other-service,40,<=50K
58,Local-gov,14,Prof-specialty,35,<=50K
42,Private,9,Handlers-cleaners,40,<=50K
56,Private,10,Sales,45,>50K
25,Private,9,Handlers-cleaners,40,<=50K
59,Private,9,Adm-clerical,40,<=50K
57,Private,14,Exec-managerial,50,>50K
36,Private,12,Exec-managerial,44,>50K
42,Private,10,Sales,50,>50K
18,Private,7,Craft-repair,40,<=50K
28,Private,9,Craft-repair,40,>50K
20,Private,9,Adm-clerical,20,<=50K
19,Private,10,Tech-support,30,<=50K
28,Private,13,Other-service,48,>50K
37,Private,11,Adm-clerical,40,<=50K
23,Private,10,Transport-moving,40,<=50K
60,Private,10,Craft-repair,47,<=50K
17,Local-gov,8,Adm-clerical,12,<=50K
37,Local-gov,13,Prof-specialty,45,<=50K
29,State-gov,11,Adm-clerical,40,<=50K
34,Private,9,Transport-moving,20,<=50K
36,Private,10,Craft-repair,40,>50K
47,State-gov,13,Other-service,40,<=50K
22,Private,9,Other-service,40,<=50K
61,Private,9,Other-service,40,<=50K
57,Private,3,Farming-fishing,45,<=50K
33,Federal-gov,16,Prof-specialty,40,>50K
54,Private,9,Craft-repair,40,>50K
40,Private,14,Prof-specialty,40,<=50K
40,Private,8,Craft-repair,50,>50K
40,Local-gov,9,Protective-serv,42,<=50K
35,Private,7,Craft-repair,40,<=50K
32,Private,7,Transport-moving,40,<=50K
31,Private,9,Adm-clerical,40,<=50K
58,Private,13,Adm-clerical,40,<=50K
25,Private,10,Machine-op-inspct,40,<=50K
43,Private,8,Adm-clerical,40,<=50K
32,Private,10,Adm-clerical,35,<=50K
45,Private,13,Prof-specialty,60,>50K
48,Private,9,Machine-op-inspct,40,<=50K
31,Private,3,Other-service,40,<=50K
28,Private,9,Tech-support,40,<=50K
22,Private,9,Adm-clerical,40,<=50K
19,Private,10,Sales,20,<=50K
38,Private,13,Exec-managerial,63,>50K
23,Private,9,Transport-moving,40,<=50K
26,Private,11,Exec-managerial,40,<=50K
45,State-gov,9,Tech-support,40,<=50K
88,Private,10,Adm-clerical,40,<=50K
19,Private,7,Adm-clerical,15,<=50K
24,Private,9,Exec-managerial,50,<=50K
48,Private,6,Farming-fishing,40,<=50K
46,Private,10,Craft-repair,40,<=50K
58,Private,9,Adm-clerical,40,<=50K
35,Local-gov,9,Craft-repair,40,<=50K
36,Private,9,Craft-repair,40,<=50K
36,Private,15,Prof-specialty,55,>50K
47,Local-gov,14,Prof-specialty,40,>50K
57,Private,5,Other-service,52,<=50K
30,Private,10,Exec-managerial,45,<=50K
30,Local-gov,14,Prof-specialty,40,<=50K
23,Local-gov,10,Protective-serv,40,>50K
52,Private,10,Exec-managerial,60,<=50K
27,Private,12,Adm-clerical,40,<=50K
59,Private,9,Craft-repair,45,<=50K
21,Private,9,Sales,36,<=50K
60,Private,9,Machine-op-inspct,40,<=50K
69,State-gov,15,Adm-clerical,34,>50K
24,Private,9,Sales,40,<=50K
19,Private,9,Sales,25,<=50K
60,State-gov,12,Prof-specialty,20,<=50K
64,Private,10,Tech-support,35,<=50K
51,Private,12,Exec-managerial,45,>50K
51,Private,6,Craft-repair,35,<=50K
25,Private,10,Tech-support,40,<=50K
37,Private,10,Tech-support,40,<=50K
26,State-gov,13,Exec-managerial,40,>50K
23,Private,9,Other-service,30,<=50K
20,Private,7,Transport-moving,15,<=50K
37,Private,9,Farming-fishing,40,<=50K
46,Private,13,Sales,40,<=50K
39,Private,10,Prof-specialty,45,>50K
40,Private,9,Machine-op-inspct,30,<=50K
50,State-gov,9,Handlers-cleaners,40,<=50K
25,Private,1,Farming-fishing,35,<=50K
44,Private,9,Adm-clerical,45,<=50K
41,Private,9,Transport-moving,40,<=50K
38,Private,11,Handlers-cleaners,50,<=50K
54,Private,6,Handlers-cleaners,40,<=50K
40,Federal-gov,9,Adm-clerical,52,<=50K
37,Private,7,Handlers-cleaners,40,>50K
46,Federal-gov,13,Exec-managerial,40,>50K
38,Private,9,Prof-specialty,45,<=50K
20,Private,10,Exec-managerial,10,<=50K
35,Private,10,Farming-fishing,40,<=50K
62,Private,13,Exec-managerial,40,>50K
34,Private,13,Prof-specialty,45,<=50K
30,State-gov,14,Prof-specialty,20,<=50K
17,Private,7,Adm-clerical,20,<=50K
35,Private,7,Farming-fishing,40,<=50K
21,Private,9,Machine-op-inspct,1,<=50K
27,Private,10,Sales,40,<=50K
36,Private,10,Craft-repair,40,>50K
42,Private,4,Transport-moving,40,<=50K
35,Private,9,Transport-moving,50,<=50K
25,Private,13,Exec-managerial,40,<=50K
47,Federal-gov,13,Prof-specialty,40,>50K
44,State-gov,15,Prof-specialty,75,>50K
51,Federal-gov,9,Transport-moving,40,>50K
53,Private,9,Prof-specialty,42,>50K
47,Private,9,Protective-serv,40,<=50K
20,Private,7,Handlers-cleaners,40,<=50K
32,Private,10,Machine-op-inspct,70,<=50K
28,Private,9,Craft-repair,50,<=50K
52,Private,9,Sales,40,<=50K
35,Private,14,Prof-specialty,40,>50K
30,Private,10,Craft-repair,40,<=50K
33,Private,10,Adm-clerical,50,<=50K
56,State-gov,13,Prof-specialty,38,<=50K
21,Private,10,Other-service,20,<=50K
56,Private,13,Prof-specialty,65,>50K
45,Private,13,Craft-repair,40,>50K
20,Private,10,Exec-managerial,20,<=50K
62,Local-gov,9,Other-service,40,>50K
24,Private,13,Sales,30,<=50K
52,Federal-gov,13,Adm-clerical,40,<=50K
23,Private,9,Sales,40,<=50K
36,Private,14,Exec-managerial,40,>50K
40,Private,10,Craft-repair,40,<=50K
30,Private,10,Machine-op-inspct,40,<=50K
41,Private,5,Transport-moving,35,<=50K
59,Private,9,Transport-moving,40,>50K
27,Private,14,Exec-managerial,37,<=50K
41,Private,10,Exec-managerial,50,<=50K
27,Private,13,Handlers-cleaners,35,<=50K
50,Private,9,Machine-op-inspct,40,<=50K
29,Private,3,Other-service,40,<=50K
38,Private,13,Exec-managerial,55,>50K
30,Private,9,Machine-op-inspct,60,<=50K
48,Private,13,Prof-specialty,55,<=50K
39,Local-gov,12,Craft-repair,40,>50K
40,Private,11,Prof-specialty,40,<=50K
27,Local-gov,7,Craft-repair,40,<=50K
34,Private,9,Adm-clerical,50,>50K
29,Private,5,Machine-op-inspct,40,<=50K
38,Local-gov,9,Transport-moving,40,<=50K
42,Private,13,Sales,40,>50K
49,Private,13,Sales,60,>50K
53,Private,10,Tech-support,40,<=50K
35,Private,10,Adm-clerical,50,>50K
38,Private,9,Craft-repair,40,<=50K
36,Private,13,Sales,40,<=50K
24,Private,13,Prof-specialty,10,<=50K
23,Private,10,Adm-clerical,40,<=50K
21,Private,10,Adm-clerical,35,<=50K
47,Private,10,Adm-clerical,40,<=50K
59,Private,4,Farming-fishing,40,<=50K
33,Federal-gov,12,Exec-managerial,50,>50K
18,Local-gov,9,Other-service,60,<=50K
32,Private,13,Prof-specialty,50,<=50K
33,Private,13,Exec-managerial,40,<=50K
19,Private,9,Handlers-cleaners,40,<=50K
27,Local-gov,9,Prof-specialty,40,<=50K
40,Private,10,Transport-moving,48,>50K
20,Private,9,Farming-fishing,47,<=50K
22,Private,10,Adm-clerical,40,<=50K
40,Private,14,Prof-specialty,50,>50K
34,Private,10,Tech-support,40,>50K
23,Private,6,Handlers-cleaners,40,<=50K
26,Private,13,Adm-clerical,40,<=50K
34,Private,10,Craft-repair,40,>50K
39,Private,9,Craft-repair,40,<=50K
25,Private,5,Craft-repair,40,<=50K
18,Private,7,Sales,20,<=50K
65,Private,13,Exec-managerial,40,<=50K
64,Private,6,Other-service,40,<=50K
68,Private,13,Exec-managerial,40,>50K
68,Federal-gov,9,Prof-specialty,40,<=50K
35,Private,13,Prof-specialty,48,>50K
50,Federal-gov,9,Adm-clerical,12,<=50K
45,Private,9,Adm-clerical,28,<=50K
43,Private,13,Exec-managerial,40,<=50K
39,Private,10,Adm-clerical,40,<=50K
37,Private,9,Craft-repair,40,<=50K
45,Private,13,Tech-support,50,>50K
36,Private,12,Tech-support,45,<=50K
26,Private,10,Adm-clerical,40,<=50K
36,Private,13,Prof-specialty,32,<=50K
47,Private,13,Adm-clerical,60,<=50K
34,Private,9,Machine-op-inspct,40,<=50K
53,Private,10,Sales,30,<=50K
32,Private,13,Machine-op-inspct,42,<=50K
25,Private,9,Handlers-cleaners,40,<=50K
35,Private,3,Farming-fishing,36,<=50K
34,Private,12,Prof-specialty,40,<=50K
42,Private,10,Craft-repair,40,<=50K
47,Private,9,Other-service,4,<=50K
23,Private,9,Craft-repair,37,<=50K
56,Local-gov,9,Exec-managerial,40,<=50K
50,Private,16,Prof-specialty,50,>50K
38,Private,9,Transport-moving,60,<=50K
46,Private,11,Exec-managerial,40,>50K
47,Private,12,Adm-clerical,57,<=50K
42,Private,9,Transport-moving,46,<=50K
48,Private,9,Sales,40,<=50K
27,Private,9,Exec-managerial,50,<=50K
40,Private,11,Prof-specialty,36,<=50K
53,Private,16,Prof-specialty,37,>50K
39,Private,13,Prof-specialty,48,>50K
46,Federal-gov,12,Adm-clerical,40,<=50K
51,Private,9,Machine-op-inspct,40,<=50K
34,Private,9,Other-service,40,<=50K
23,Private,10,Sales,40,<=50K
32,Private,11,Other-service,45,<=50K
21,Private,10,Other-service,40,<=50K
36,Private,9,Craft-repair,44,<=50K
40,Private,6,Craft-repair,50,<=50K
68,Private,5,Farming-fishing,20,<=50K
40,Private,13,Sales,40,>50K
20,Private,10,Adm-clerical,24,<=50K
48,Local-gov,14,Prof-specialty,40,>50K
27,Private,13,Sales,45,<=50K
57,Federal-gov,11,Tech-support,40,<=50K
47,Private,9,Other-service,40,<=50K
30,Local-gov,10,Craft-repair,40,<=50K
35,Private,10,Craft-repair,45,>50K
56,Local-gov,8,Handlers-cleaners,40,<=50K
20,Private,9,Handlers-cleaners,28,<=50K
38,Local-gov,13,Prof-specialty,38,<=50K
19,Private,10,Sales,25,<=50K
24,Private,9,Craft-repair,40,<=50K
31,Private,10,Adm-clerical,40,<=50K
44,Local-gov,13,Prof-specialty,60,<=50K
21,State-gov,10,Sales,12,<=50K
41,Private,10,Craft-repair,40,<=50K
18,Private,7,Other-service,16,<=50K
23,Private,5,Transport-moving,40,<=50K
37,Local-gov,10,Other-service,32,<=50K
31,Private,2,Machine-op-inspct,40,<=50K
40,Private,10,Transport-moving,40,>50K
27,Private,15,Prof-specialty,12,<=50K
64,Local-gov,10,Transport-moving,40,<=50K
31,Federal-gov,11,Prof-specialty,40,<=50K
48,Private,14,Exec-managerial,45,<=50K
28,Private,10,Tech-support,24,<=50K
42,Private,10,Craft-repair,40,<=50K
17,Private,7,Other-service,20,<=50K
46,Private,6,Adm-clerical,40,<=50K
18,Private,9,Adm-clerical,40,<=50K
22,Private,9,Other-service,27,<=50K
36,Private,9,Sales,40,<=50K
65,Private,11,Exec-managerial,40,<=50K
26,Private,9,Other-service,40,<=50K
21,Private,6,Other-service,25,<=50K
41,Private,9,Craft-repair,40,<=50K
28,Private,10,Other-service,35,<=50K
27,Private,10,Machine-op-inspct,40,<=50K
19,State-gov,10,Other-service,12,<=50K
40,Private,10,Transport-moving,40,<=50K
19,Private,9,Handlers-cleaners,15,<=50K
40,Private,11,Transport-moving,40,<=50K
37,Private,9,Craft-repair,40,<=50K
33,Private,10,Adm-clerical,40,>50K
34,Private,9,Other-service,40,<=50K
44,Local-gov,12,Protective-serv,40,<=50K
33,Private,10,Adm-clerical,40,<=50K
72,Local-gov,9,Exec-managerial,10,<=50K
19,Private,9,Sales,40,<=50K
59,Private,11,Prof-specialty,36,<=50K
40,Private,9,Protective-serv,40,<=50K
35,Private,9,Prof-specialty,40,<=50K
22,Private,12,Adm-clerical,45,<=50K
41,Private,14,Prof-specialty,40,<=50K
59,Private,10,Tech-support,50,>50K
50,Private,8,Handlers-cleaners,40,<=50K
21,Private,12,Adm-clerical,10,<=50K
22,Private,9,Sales,40,<=50K
43,Private,3,Machine-op-inspct,40,<=50K
17,Private,7,Transport-moving,16,<=50K
42,Local-gov,4,Other-service,40,<=50K
37,Private,10,Machine-op-inspct,40,>50K
19,Private,8,Adm-clerical,38,<=50K
43,Private,3,Machine-op-inspct,40,<=50K
46,Private,5,Craft-repair,40,<=50K
50,Local-gov,15,Adm-clerical,40,>50K
31,Private,9,Farming-fishing,99,<=50K
33,Private,4,Adm-clerical,45,<=50K
27,Private,9,Machine-op-inspct,40,>50K
39,Local-gov,9,Craft-repair,40,>50K
29,Private,10,Craft-repair,40,<=50K
26,Private,13,Exec-managerial,55,<=50K
24,Private,9,Craft-repair,40,<=50K
25,Private,10,Adm-clerical,40,<=50K
30,Private,10,Adm-clerical,20,<=50K
52,State-gov,7,Transport-moving,40,<=50K
51,Federal-gov,14,Prof-specialty,40,>50K
30,Private,13,Sales,60,>50K
23,Private,10,Tech-support,60,<=50K
37,State-gov,16,Prof-specialty,45,<=50K
25,State-gov,10,Adm-clerical,38,<=50K
30,Private,9,Prof-specialty,55,<=50K
40,Private,10,Adm-clerical,40,<=50K
20,Private,9,Machine-op-inspct,32,<=50K
24,Private,13,Exec-managerial,45,<=50K
32,Private,9,Craft-repair,40,<=50K
35,Private,9,Other-service,30,<=50K
20,Private,9,Other-service,40,<=50K
29,State-gov,9,Craft-repair,40,>50K
25,Private,9,Craft-repair,28,<=50K
50,Local-gov,4,Transport-moving,40,<=50K
24,Private,9,Adm-clerical,50,<=50K
30,Local-gov,9,Protective-serv,32,<=50K
37,Private,10,Adm-clerical,40,<=50K
50,Private,9,Machine-op-inspct,40,<=50K
20,Private,9,Handlers-cleaners,30,<=50K
55,Private,4,Transport-moving,50,<=50K
61,Private,8,Machine-op-inspct,40,<=50K
22,Private,9,Other-service,3,<=50K
23,Private,12,Adm-clerical,12,<=50K
43,Private,9,Prof-specialty,40,<=50K
39,Private,13,Adm-clerical,24,<=50K
21,Private,10,Sales,35,<=50K
30,Private,11,Sales,40,<=50K
42,Private,13,Adm-clerical,45,>50K
47,Private,6,Exec-managerial,45,<=50K
45,Private,9,Machine-op-inspct,40,<=50K
48,Federal-gov,10,Other-service,40,<=50K
36,Private,13,Exec-managerial,50,>50K
20,Never-worked,10,,40,<=50K
61,Private,9,Transport-moving,40,<=50K
72,Private,13,Sales,30,<=50K
19,Private,10,Sales,15,<=50K
39,Private,9,Other-service,40,<=50K
24,Private,7,Machine-op-inspct,40,<=50K
44,Private,10,Handlers-cleaners,40,<=50K
19,Private,9,Handlers-cleaners,20,<=50K
20,Private,9,Sales,48,<=50K
23,Private,9,Craft-repair,40,<=50K
58,Private,9,Farming-fishing,53,>50K
20,Private,8,Craft-repair,40,<=50K
62,Private,9,Exec-managerial,12,<=50K
25,Private,9,Adm-clerical,40,<=50K
67,Private,13,Prof-specialty,2,<=50K
37,Local-gov,12,Exec-managerial,40,>50K
36,Private,9,Exec-managerial,40,<=50K
38,Private,11,Tech-support,20,<=50K
23,Private,9,Other-service,80,<=50K
28,Private,9,Sales,40,<=50K
25,Private,9,Exec-managerial,40,<=50K
63,Private,13,Sales,40,>50K
37,Private,13,Exec-managerial,45,>50K
51,Private,5,Sales,40,<=50K
45,Private,10,Exec-managerial,40,>50K
27,Private,9,Craft-repair,40,<=50K
18,Private,10,Other-service,20,<=50K
34,Private,9,Machine-op-inspct,40,<=50K
36,Private,9,Craft-repair,35,<=50K
35,Private,13,Exec-managerial,40,<=50K
27,Private,9,Sales,45,<=50K
29,Private,10,Exec-managerial,40,<=50K
25,Private,9,Adm-clerical,40,<=50K
22,Private,10,Other-service,32,>50K
41,Private,10,Craft-repair,48,>50K
20,Private,12,Transport-moving,20,<=50K
52,Private,9,Machine-op-inspct,40,<=50K
34,Private,10,Other-service,37,<=50K
44,Private,15,Prof-specialty,45,>50K
50,Private,14,Sales,40,>50K
71,State-gov,15,Other-service,28,<=50K
20,Private,9,Other-service,25,<=50K
20,Private,10,Adm-clerical,40,<=50K
41,Private,3,Farming-fishing,40,<=50K
38,Private,10,Exec-managerial,42,<=50K
55,Local-gov,9,Transport-moving,40,<=50K
17,Private,5,Other-service,20,<=50K
45,Private,13,Exec-managerial,55,>50K
19,Private,8,Other-service,25,<=50K
33,Private,9,Other-service,40,<=50K
63,Private,9,Exec-managerial,40,<=50K
34,Private,9,Transport-moving,40,<=50K
31,Private,12,Machine-op-inspct,40,<=50K
21,Private,8,Craft-repair,40,<=50K
23,Private,11,Adm-clerical,36,<=50K
20,Private,10,Handlers-cleaners,8,<=50K
45,Private,13,Sales,60,>50K
59,Private,9,Transport-moving,50,<=50K
58,Private,14,Exec-managerial,40,>50K
66,Local-gov,9,Adm-clerical,35,>50K
37,Private,11,Prof-specialty,35,>50K
29,Private,10,Craft-repair,40,<=50K
32,State-gov,13,Exec-managerial,40,<=50K
39,Private,13,Prof-specialty,50,>50K
57,Private,9,Exec-managerial,45,<=50K
57,Private,14,Prof-specialty,40,>50K
56,Private,11,Craft-repair,40,>50K
26,Private,14,Exec-managerial,48,<=50K
33,Private,13,Prof-specialty,40,>50K
45,Private,10,Sales,40,>50K
56,Local-gov,16,Prof-specialty,38,<=50K
23,Private,10,Sales,36,<=50K
23,Private,10,Other-service,25,<=50K
35,Local-gov,13,Prof-specialty,40,<=50K
39,Private,13,Prof-specialty,32,>50K
45,Private,9,Craft-repair,40,<=50K
21,Private,10,Sales,25,<=50K
56,State-gov,9,Adm-clerical,40,<=50K
31,Federal-gov,9,Handlers-cleaners,40,<=50K
44,Private,8,Transport-moving,36,<=50K
31,Private,9,Handlers-cleaners,40,<=50K
20,Private,9,Handlers-cleaners,38,<=50K
44,Federal-gov,9,Adm-clerical,40,>50K
19,Private,10,Other-service,23,<=50K
23,Private,10,Sales,40,<=50K
21,Private,9,Craft-repair,40,<=50K
29,State-gov,14,Prof-specialty,15,<=50K
33,Private,10,Other-service,30,<=50K
46,Private,9,Exec-managerial,48,>50K
19,Private,9,Handlers-cleaners,37,<=50K
29,Private,10,Exec-managerial,40,<=50K
34,Private,12,Sales,50,<=50K
26,Private,10,Exec-managerial,40,<=50K
30,Private,13,Exec-managerial,40,<=50K
34,Private,10,Adm-clerical,40,<=50K
28,Private,9,Sales,48,<=50K
76,Private,13,Adm-clerical,50,>50K
19,Private,8,Handlers-cleaners,40,<=50K
45,Private,6,Craft-repair,40,<=50K
37,Private,13,Craft-repair,40,>50K
24,Private,13,Prof-specialty,30,<=50K
24,Private,13,Adm-clerical,42,<=50K
40,Private,9,Machine-op-inspct,45,>50K
20,Private,10,Handlers-cleaners,20,<=50K
23,Local-gov,7,Handlers-cleaners,40,<=50K
25,Private,10,Other-service,40,<=50K
64,Private,12,Prof-specialty,30,<=50K
53,Local-gov,14,Prof-specialty,55,>50K
28,Private,10,Adm-clerical,40,<=50K
52,Local-gov,14,Prof-specialty,40,>50K
28,Private,15,Prof-specialty,50,<=50K
31,Private,12,Exec-managerial,55,>50K
77,Private,13,Prof-specialty,10,<=50K
22,Private,9,Tech-support,40,<=50K
38,Private,13,Exec-managerial,55,<=50K
25,Local-gov,10,Adm-clerical,40,<=50K
50,Private,9,Craft-repair,40,>50K
53,Local-gov,9,Exec-managerial,60,<=50K
24,Private,9,Farming-fishing,40,<=50K
33,Private,9,Adm-clerical,50,>50K
57,Federal-gov,14,Exec-managerial,40,>50K
39,Private,15,Exec-managerial,48,>50K
30,Private,10,Transport-moving,30,<=50K
31,Federal-gov,9,Adm-clerical,40,>50K
39,State-gov,10,Transport-moving,40,<=50K
30,Private,13,Sales,65,<=50K
48,Private,10,Adm-clerical,44,<=50K
39,Private,9,Machine-op-inspct,45,>50K
34,Private,9,Transport-moving,40,<=50K
45,Private,14,Exec-managerial,50,>50K
32,Private,7,Machine-op-inspct,40,<=50K
40,Federal-gov,10,Adm-clerical,50,<=50K
17,Private,6,Other-service,15,<=50K
25,Private,9,Tech-support,84,<=50K
42,Private,10,Transport-moving,57,<=50K
66,Private,13,Priv-house-serv,99,<=50K
43,Private,4,Other-service,25,<=50K
26,Private,9,Handlers-cleaners,20,<=50K
23,Private,9,Machine-op-inspct,40,>50K
39,Private,15,Exec-managerial,55,>50K
36,Private,9,Machine-op-inspct,48,<=50K
35,Private,9,Craft-repair,40,<=50K
25,Private,9,Farming-fishing,40,<=50K
21,State-gov,10,Adm-clerical,15,<=50K
46,Private,9,Priv-house-serv,40,<=50K
43,Private,6,Handlers-cleaners,40,<=50K
31,State-gov,16,Prof-specialty,70,>50K
41,Private,9,Craft-repair,60,<=50K
50,Private,9,Adm-clerical,35,<=50K
36,Private,7,Exec-managerial,32,<=50K
50,Private,7,Exec-managerial,50,>50K
52,Private,4,Exec-managerial,50,<=50K
40,Private,16,Prof-specialty,40,>50K
55,Private,13,Exec-managerial,55,>50K
30,Private,10,Prof-specialty,40,>50K
56,State-gov,14,Prof-specialty,39,<=50K
35,Private,9,Exec-managerial,48,<=50K
30,Private,9,Tech-support,40,<=50K
34,Private,9,Craft-repair,40,<=50K
36,Private,11,Prof-specialty,40,>50K
24,Local-gov,10,Protective-serv,50,<=50K
30,Private,6,Other-service,40,<=50K
33,Local-gov,11,Protective-serv,70,<=50K
32,Private,12,Prof-specialty,40,<=50K
29,Federal-gov,13,Prof-specialty,40,<=50K
50,Private,9,Machine-op-inspct,47,<=50K
18,Private,7,Prof-specialty,15,<=50K
20,Private,7,Sales,25,<=50K
45,State-gov,14,Prof-specialty,45,>50K
22,Private,10,Sales,35,<=50K
45,Private,15,Exec-managerial,40,>50K
41,Private,9,Machine-op-inspct,40,<=50K
42,Local-gov,4,Other-service,35,<=50K
24,Private,13,Sales,40,<=50K
22,Private,9,Handlers-cleaners,35,<=50K
28,Private,9,Exec-managerial,45,>50K
23,Private,10,Handlers-cleaners,35,<=50K
21,Private,4,Farming-fishing,38,<=50K
23,Private,13,Adm-clerical,20,<=50K
45,Private,10,Adm-clerical,48,<=50K
41,Private,9,Sales,40,<=50K
49,Federal-gov,9,Adm-clerical,40,>50K
38,Private,10,Other-service,40,<=50K
37,Private,9,Handlers-cleaners,40,<=50K
70,Private,13,Machine-op-inspct,32,<=50K
24,Private,9,Adm-clerical,40,<=50K
28,Local-gov,13,Prof-specialty,40,<=50K
24,Private,11,Adm-clerical,20,<=50K
69,Private,16,Prof-specialty,40,>50K
37,Private,9,Adm-clerical,40,<=50K
28,Private,13,Exec-managerial,40,<=50K
54,Private,10,Adm-clerical,40,<=50K
71,Private,9,Exec-managerial,45,>50K
56,State-gov,9,Adm-clerical,40,<=50K
27,Local-gov,13,Prof-specialty,45,<=50K
21,Private,9,Sales,44,<=50K
29,Private,11,Prof-specialty,40,<=50K
27,Private,4,Other-service,24,<=50K
32,Private,13,Prof-specialty,50,>50K
31,Private,10,Adm-clerical,40,<=50K
38,Private,10,Other-service,72,<=50K
55,State-gov,16,Prof-specialty,40,>50K
48,Private,9,Transport-moving,45,<=50K
23,Private,10,Adm-clerical,40,<=50K
28,State-gov,10,Adm-clerical,50,<=50K
49,Local-gov,10,Exec-managerial,46,<=50K
51,Private,9,Other-service,40,<=50K
23,Private,9,Craft-repair,53,<=50K
59,Private,9,Other-service,40,<=50K
47,Private,13,Craft-repair,50,<=50K
37,Private,9,Transport-moving,50,<=50K
39,Private,12,Exec-managerial,40,<=50K
43,Private,10,Craft-repair,60,<=50K
40,Private,11,Farming-fishing,60,<=50K
48,Private,6,Transport-moving,40,>50K
29,Private,5,Sales,48,<=50K
48,Private,10,Sales,50,>50K
37,Private,13,Farming-fishing,30,<=50K
19,Private,9,Sales,48,<=50K
28,Private,6,Other-service,30,<=50K
56,Private,3,Craft-repair,40,<=50K
45,Private,9,Transport-moving,60,<=50K
60,State-gov,10,Protective-serv,40,<=50K
53,State-gov,14,Exec-managerial,42,>50K
37,State-gov,9,Adm-clerical,40,<=50K
31,Private,9,Other-service,40,<=50K
29,Private,11,Farming-fishing,44,>50K
39,Private,9,Transport-moving,40,<=50K
31,Local-gov,13,Prof-specialty,40,>50K
42,Private,13,Exec-managerial,45,>50K
17,Private,7,Handlers-cleaners,16,<=50K
19,Private,9,Other-service,20,<=50K
24,Private,13,Other-service,32,<=50K
62,Private,9,Farming-fishing,40,>50K
34,Private,2,Other-service,40,<=50K
58,Private,13,Prof-specialty,62,<=50K
23,Private,11,Prof-specialty,36,<=50K
33,Private,9,Other-service,40,<=50K
76,Private,9,Adm-clerical,6,<=50K
40,Private,9,Exec-managerial,50,<=50K
